datetime,origin,destination,price
2025-06-11T06:00:00,London,Brussels,135
2025-06-11T18:00:00,London,Brussels,372
2025-06-12T06:00:00,London,Brussels,412
2025-06-12T18:00:00,London,Brussels,322
2025-06-13T06:00:00,London,Brussels,682
2025-06-13T18:00:00,London,Brussels,509
2025-06-14T06:00:00,London,Brussels,356
2025-06-14T18:00:00,London,Brussels,768
2025-06-15T06:00:00,London,Brussels,283
2025-06-15T18:00:00,London,Brussels,172
2025-06-16T06:00:00,London,Brussels,376
2025-06-16T18:00:00,London,Brussels,308
2025-06-17T06:00:00,London,Brussels,478
2025-06-17T18:00:00,London,Brussels,694
2025-06-18T06:00:00,London,Brussels,720
2025-06-18T18:00:00,London,Brussels,423
2025-06-19T06:00:00,London,Brussels,599
2025-06-19T18:00:00,London,Brussels,441
2025-06-20T06:00:00,London,Brussels,571
2025-06-20T18:00:00,London,Brussels,137
2025-06-21T06:00:00,London,Brussels,472
2025-06-21T18:00:00,London,Brussels,178
2025-06-22T06:00:00,London,Brussels,695
2025-06-22T18:00:00,London,Brussels,311
2025-06-23T06:00:00,London,Brussels,98
2025-06-23T18:00:00,London,Brussels,677
2025-06-24T06:00:00,London,Brussels,377
2025-06-24T18:00:00,London,Brussels,362
2025-06-25T06:00:00,London,Brussels,204
2025-06-25T18:00:00,London,Brussels,528
2025-06-26T06:00:00,London,Brussels,556
2025-06-26T18:00:00,London,Brussels,50
2025-06-27T06:00:00,London,Brussels,353
2025-06-27T18:00:00,London,Brussels,283
2025-06-28T06:00:00,London,Brussels,730
2025-06-28T18:00:00,London,Brussels,176
2025-06-29T06:00:00,London,Brussels,141
2025-06-29T18:00:00,London,Brussels,487
2025-04-01T06:00:00,London,Amsterdam,702
2025-04-01T18:00:00,London,Amsterdam,521
2025-04-02T06:00:00,London,Amsterdam,350
2025-04-02T18:00:00,London,Amsterdam,781
2025-04-03T06:00:00,London,Amsterdam,171
2025-04-03T18:00:00,London,Amsterdam,386
2025-04-04T06:00:00,London,Amsterdam,532
2025-04-04T18:00:00,London,Amsterdam,761
2025-04-05T06:00:00,London,Amsterdam,247
2025-04-05T18:00:00,London,Amsterdam,352
2025-04-06T06:00:00,London,Amsterdam,141
2025-04-06T18:00:00,London,Amsterdam,310
2025-04-07T06:00:00,London,Amsterdam,190
2025-04-07T18:00:00,London,Amsterdam,290
2025-04-08T06:00:00,London,Amsterdam,227
2025-04-08T18:00:00,London,Amsterdam,715
2025-04-09T06:00:00,London,Amsterdam,75
2025-04-09T18:00:00,London,Amsterdam,712
2025-04-10T06:00:00,London,Amsterdam,270
2025-04-10T18:00:00,London,Amsterdam,280
2025-04-11T06:00:00,London,Amsterdam,321
2025-04-11T18:00:00,London,Amsterdam,779
2025-04-12T06:00:00,London,Amsterdam,678
2025-04-12T18:00:00,London,Amsterdam,151
2025-04-13T06:00:00,London,Amsterdam,315
2025-04-13T18:00:00,London,Amsterdam,773
2025-04-14T06:00:00,London,Amsterdam,450
2025-04-14T18:00:00,London,Amsterdam,618
2025-04-15T06:00:00,London,Amsterdam,172
2025-04-15T18:00:00,London,Amsterdam,561
2025-04-16T06:00:00,London,Amsterdam,311
2025-04-16T18:00:00,London,Amsterdam,410
2025-04-17T06:00:00,London,Amsterdam,457
2025-04-17T18:00:00,London,Amsterdam,702
2025-04-18T06:00:00,London,Amsterdam,631
2025-04-18T18:00:00,London,Amsterdam,367
2025-04-19T06:00:00,London,Amsterdam,662
2025-04-19T18:00:00,London,Amsterdam,469
2025-04-20T06:00:00,London,Amsterdam,536
2025-04-20T18:00:00,London,Amsterdam,111
2025-04-21T06:00:00,London,Amsterdam,642
2025-04-21T18:00:00,London,Amsterdam,600
2025-04-22T06:00:00,London,Amsterdam,145
2025-04-22T18:00:00,London,Amsterdam,479
2025-04-23T06:00:00,London,Amsterdam,311
2025-04-23T18:00:00,London,Amsterdam,551
2025-04-24T06:00:00,London,Amsterdam,241
2025-04-24T18:00:00,London,Amsterdam,178
2025-04-25T06:00:00,London,Amsterdam,310
2025-04-25T18:00:00,London,Amsterdam,642
2025-04-26T06:00:00,London,Amsterdam,722
2025-04-26T18:00:00,London,Amsterdam,354
2025-04-27T06:00:00,London,Amsterdam,405
2025-04-27T18:00:00,London,Amsterdam,719
2025-04-28T06:00:00,London,Amsterdam,157
2025-04-28T18:00:00,London,Amsterdam,248
2025-04-29T06:00:00,London,Amsterdam,430
2025-04-29T18:00:00,London,Amsterdam,558
2025-04-30T06:00:00,London,Amsterdam,462
2025-04-30T18:00:00,London,Amsterdam,774
2025-05-01T06:00:00,London,Amsterdam,115
2025-05-01T18:00:00,London,Amsterdam,158
2025-05-02T06:00:00,London,Amsterdam,454
2025-05-02T18:00:00,London,Amsterdam,466
2025-05-03T06:00:00,London,Amsterdam,830
2025-05-03T18:00:00,London,Amsterdam,481
2025-05-04T06:00:00,London,Amsterdam,799
2025-05-04T18:00:00,London,Amsterdam,781
2025-05-05T06:00:00,London,Amsterdam,354
2025-05-05T18:00:00,London,Amsterdam,516
2025-05-06T06:00:00,London,Amsterdam,752
2025-05-06T18:00:00,London,Amsterdam,536
2025-05-07T06:00:00,London,Amsterdam,666
2025-05-07T18:00:00,London,Amsterdam,286
2025-05-08T06:00:00,London,Amsterdam,497
2025-05-08T18:00:00,London,Amsterdam,538
2025-05-09T06:00:00,London,Amsterdam,53
2025-05-09T18:00:00,London,Amsterdam,580
2025-05-10T06:00:00,London,Amsterdam,679
2025-05-10T18:00:00,London,Amsterdam,85
2025-05-11T06:00:00,London,Amsterdam,567
2025-05-11T18:00:00,London,Amsterdam,344
2025-05-12T06:00:00,London,Amsterdam,573
2025-05-12T18:00:00,London,Amsterdam,316
2025-05-13T06:00:00,London,Amsterdam,524
2025-05-13T18:00:00,London,Amsterdam,506
2025-05-14T06:00:00,London,Amsterdam,571
2025-05-14T18:00:00,London,Amsterdam,500
2025-05-15T06:00:00,London,Amsterdam,193
2025-05-15T18:00:00,London,Amsterdam,421
2025-05-16T06:00:00,London,Amsterdam,382
2025-05-16T18:00:00,London,Amsterdam,365
2025-05-17T06:00:00,London,Amsterdam,609
2025-05-17T18:00:00,London,Amsterdam,380
2025-05-18T06:00:00,London,Amsterdam,676
2025-05-18T18:00:00,London,Amsterdam,263
2025-05-19T06:00:00,London,Amsterdam,698
2025-05-19T18:00:00,London,Amsterdam,419
2025-05-20T06:00:00,London,Amsterdam,597
2025-05-20T18:00:00,London,Amsterdam,735
2025-05-21T06:00:00,London,Amsterdam,609
2025-05-21T18:00:00,London,Amsterdam,760
2025-05-22T06:00:00,London,Amsterdam,229
2025-05-22T18:00:00,London,Amsterdam,668
2025-05-23T06:00:00,London,Amsterdam,512
2025-05-23T18:00:00,London,Amsterdam,694
2025-05-24T06:00:00,London,Amsterdam,742
2025-05-24T18:00:00,London,Amsterdam,115
2025-05-25T06:00:00,London,Amsterdam,134
2025-05-25T18:00:00,London,Amsterdam,104
2025-05-26T06:00:00,London,Amsterdam,119
2025-05-26T18:00:00,London,Amsterdam,511
2025-05-27T06:00:00,London,Amsterdam,484
2025-05-27T18:00:00,London,Amsterdam,275
2025-05-28T06:00:00,London,Amsterdam,256
2025-05-28T18:00:00,London,Amsterdam,736
2025-05-29T06:00:00,London,Amsterdam,834
2025-05-29T18:00:00,London,Amsterdam,460
2025-05-30T06:00:00,London,Amsterdam,430
2025-05-30T18:00:00,London,Amsterdam,507
2025-05-31T06:00:00,London,Amsterdam,354
2025-05-31T18:00:00,London,Amsterdam,468
2025-06-01T06:00:00,London,Amsterdam,256
2025-06-01T18:00:00,London,Amsterdam,587
2025-06-02T06:00:00,London,Amsterdam,819
2025-06-02T18:00:00,London,Amsterdam,133
2025-06-03T06:00:00,London,Amsterdam,791
2025-06-03T18:00:00,London,Amsterdam,752
2025-06-04T06:00:00,London,Amsterdam,415
2025-06-04T18:00:00,London,Amsterdam,123
2025-06-05T06:00:00,London,Amsterdam,494
2025-06-05T18:00:00,London,Amsterdam,224
2025-06-06T06:00:00,London,Amsterdam,221
2025-06-06T18:00:00,London,Amsterdam,686
2025-06-07T06:00:00,London,Amsterdam,345
2025-06-07T18:00:00,London,Amsterdam,408
2025-06-08T06:00:00,London,Amsterdam,96
2025-06-08T18:00:00,London,Amsterdam,404
2025-06-09T06:00:00,London,Amsterdam,354
2025-06-09T18:00:00,London,Amsterdam,661
2025-06-10T06:00:00,London,Amsterdam,50
2025-06-10T18:00:00,London,Amsterdam,529
2025-06-11T06:00:00,London,Amsterdam,164
2025-06-11T18:00:00,London,Amsterdam,642
2025-06-12T06:00:00,London,Amsterdam,575
2025-06-12T18:00:00,London,Amsterdam,134
2025-06-13T06:00:00,London,Amsterdam,283
2025-06-13T18:00:00,London,Amsterdam,553
2025-06-14T06:00:00,London,Amsterdam,305
2025-06-14T18:00:00,London,Amsterdam,355
2025-06-15T06:00:00,London,Amsterdam,588
2025-06-15T18:00:00,London,Amsterdam,607
2025-06-16T06:00:00,London,Amsterdam,480
2025-06-16T18:00:00,London,Amsterdam,655
2025-06-17T06:00:00,London,Amsterdam,316
2025-06-17T18:00:00,London,Amsterdam,689
2025-06-18T06:00:00,London,Amsterdam,499
2025-06-18T18:00:00,London,Amsterdam,238
2025-06-19T06:00:00,London,Amsterdam,669
2025-06-19T18:00:00,London,Amsterdam,715
2025-06-20T06:00:00,London,Amsterdam,256
2025-06-20T18:00:00,London,Amsterdam,789
2025-06-21T06:00:00,London,Amsterdam,466
2025-06-21T18:00:00,London,Amsterdam,706
2025-06-22T06:00:00,London,Amsterdam,650
2025-06-22T18:00:00,London,Amsterdam,772
2025-06-23T06:00:00,London,Amsterdam,705
2025-06-23T18:00:00,London,Amsterdam,393
2025-06-24T06:00:00,London,Amsterdam,272
2025-06-24T18:00:00,London,Amsterdam,547
2025-06-25T06:00:00,London,Amsterdam,474
2025-06-25T18:00:00,London,Amsterdam,90
2025-06-26T06:00:00,London,Amsterdam,488
2025-06-26T18:00:00,London,Amsterdam,353
2025-06-27T06:00:00,London,Amsterdam,668
2025-06-27T18:00:00,London,Amsterdam,94
2025-06-28T06:00:00,London,Amsterdam,753
2025-06-28T18:00:00,London,Amsterdam,564
2025-06-29T06:00:00,London,Amsterdam,750
2025-06-29T18:00:00,London,Amsterdam,211
2025-04-01T06:00:00,Paris,Seattle,1096
2025-04-01T18:00:00,Paris,Seattle,672
2025-04-02T06:00:00,Paris,Seattle,920
2025-04-02T18:00:00,Paris,Seattle,1024
2025-04-03T06:00:00,Paris,Seattle,1201
2025-04-03T18:00:00,Paris,Seattle,943
2025-04-04T06:00:00,Paris,Seattle,1104
2025-04-04T18:00:00,Paris,Seattle,867
2025-04-05T06:00:00,Paris,Seattle,1107
2025-04-05T18:00:00,Paris,Seattle,937
2025-04-06T06:00:00,Paris,Seattle,1125
2025-04-06T18:00:00,Paris,Seattle,861
2025-04-07T06:00:00,Paris,Seattle,945
2025-04-07T18:00:00,Paris,Seattle,1031
2025-04-08T06:00:00,Paris,Seattle,668
2025-04-08T18:00:00,Paris,Seattle,995
2025-04-09T06:00:00,Paris,Seattle,864
2025-04-09T18:00:00,Paris,Seattle,699
2025-04-10T06:00:00,Paris,Seattle,846
2025-04-10T18:00:00,Paris,Seattle,1019
2025-04-11T06:00:00,Paris,Seattle,1030
2025-04-11T18:00:00,Paris,Seattle,998
2025-04-12T06:00:00,Paris,Seattle,784
2025-04-12T18:00:00,Paris,Seattle,679
2025-04-13T06:00:00,Paris,Seattle,1017
2025-04-13T18:00:00,Paris,Seattle,572
2025-04-14T06:00:00,Paris,Seattle,847
2025-04-14T18:00:00,Paris,Seattle,1078
2025-04-15T06:00:00,Paris,Seattle,715
2025-04-15T18:00:00,Paris,Seattle,853
2025-04-16T06:00:00,Paris,Seattle,935
2025-04-16T18:00:00,Paris,Seattle,802
2025-04-17T06:00:00,Paris,Seattle,751
2025-04-17T18:00:00,Paris,Seattle,879
2025-04-18T06:00:00,Paris,Seattle,1097
2025-04-18T18:00:00,Paris,Seattle,784
2025-04-19T06:00:00,Paris,Seattle,800
2025-04-19T18:00:00,Paris,Seattle,1241
2025-04-20T06:00:00,Paris,Seattle,630
2025-04-20T18:00:00,Paris,Seattle,677
2025-04-21T06:00:00,Paris,Seattle,731
2025-04-21T18:00:00,Paris,Seattle,964
2025-04-22T06:00:00,Paris,Seattle,1011
2025-04-22T18:00:00,Paris,Seattle,795
2025-04-23T06:00:00,Paris,Seattle,810
2025-04-23T18:00:00,Paris,Seattle,1062
2025-04-24T06:00:00,Paris,Seattle,594
2025-04-24T18:00:00,Paris,Seattle,1156
2025-04-25T06:00:00,Paris,Seattle,828
2025-04-25T18:00:00,Paris,Seattle,943
2025-04-26T06:00:00,Paris,Seattle,709
2025-04-26T18:00:00,Paris,Seattle,816
2025-04-27T06:00:00,Paris,Seattle,767
2025-04-27T18:00:00,Paris,Seattle,960
2025-04-28T06:00:00,Paris,Seattle,765
2025-04-28T18:00:00,Paris,Seattle,658
2025-04-29T06:00:00,Paris,Seattle,800
2025-04-29T18:00:00,Paris,Seattle,710
2025-04-30T06:00:00,Paris,Seattle,799
2025-04-30T18:00:00,Paris,Seattle,671
2025-05-01T06:00:00,Paris,Seattle,1110
2025-05-01T18:00:00,Paris,Seattle,866
2025-05-02T06:00:00,Paris,Seattle,1118
2025-05-02T18:00:00,Paris,Seattle,948
2025-05-03T06:00:00,Paris,Seattle,1188
2025-05-03T18:00:00,Paris,Seattle,658
2025-05-04T06:00:00,Paris,Seattle,762
2025-05-04T18:00:00,Paris,Seattle,1100
2025-05-05T06:00:00,Paris,Seattle,941
2025-05-05T18:00:00,Paris,Seattle,896
2025-05-06T06:00:00,Paris,Seattle,1157
2025-05-06T18:00:00,Paris,Seattle,860
2025-05-07T06:00:00,Paris,Seattle,766
2025-05-07T18:00:00,Paris,Seattle,601
2025-05-08T06:00:00,Paris,Seattle,642
2025-05-08T18:00:00,Paris,Seattle,1038
2025-05-09T06:00:00,Paris,Seattle,988
2025-05-09T18:00:00,Paris,Seattle,618
2025-05-10T06:00:00,Paris,Seattle,788
2025-05-10T18:00:00,Paris,Seattle,1099
2025-05-11T06:00:00,Paris,Seattle,751
2025-05-11T18:00:00,Paris,Seattle,757
2025-05-12T06:00:00,Paris,Seattle,748
2025-05-12T18:00:00,Paris,Seattle,626
2025-05-13T06:00:00,Paris,Seattle,737
2025-05-13T18:00:00,Paris,Seattle,901
2025-05-14T06:00:00,Paris,Seattle,770
2025-05-14T18:00:00,Paris,Seattle,1040
2025-05-15T06:00:00,Paris,Seattle,662
2025-05-15T18:00:00,Paris,Seattle,707
2025-05-16T06:00:00,Paris,Seattle,1035
2025-05-16T18:00:00,Paris,Seattle,1016
2025-05-17T06:00:00,Paris,Seattle,815
2025-05-17T18:00:00,Paris,Seattle,1028
2025-05-18T06:00:00,Paris,Seattle,1028
2025-05-18T18:00:00,Paris,Seattle,919
2025-05-19T06:00:00,Paris,Seattle,1196
2025-05-19T18:00:00,Paris,Seattle,704
2025-05-20T06:00:00,Paris,Seattle,804
2025-05-20T18:00:00,Paris,Seattle,1153
2025-05-21T06:00:00,Paris,Seattle,819
2025-05-21T18:00:00,Paris,Seattle,954
2025-05-22T06:00:00,Paris,Seattle,870
2025-05-22T18:00:00,Paris,Seattle,990
2025-05-23T06:00:00,Paris,Seattle,912
2025-05-23T18:00:00,Paris,Seattle,912
2025-05-24T06:00:00,Paris,Seattle,733
2025-05-24T18:00:00,Paris,Seattle,860
2025-05-25T06:00:00,Paris,Seattle,685
2025-05-25T18:00:00,Paris,Seattle,864
2025-05-26T06:00:00,Paris,Seattle,1028
2025-05-26T18:00:00,Paris,Seattle,582
2025-05-27T06:00:00,Paris,Seattle,914
2025-05-27T18:00:00,Paris,Seattle,1076
2025-05-28T06:00:00,Paris,Seattle,843
2025-05-28T18:00:00,Paris,Seattle,933
2025-05-29T06:00:00,Paris,Seattle,1151
2025-05-29T18:00:00,Paris,Seattle,949
2025-05-30T06:00:00,Paris,Seattle,715
2025-05-30T18:00:00,Paris,Seattle,806
2025-05-31T06:00:00,Paris,Seattle,1086
2025-05-31T18:00:00,Paris,Seattle,954
2025-06-01T06:00:00,Paris,Seattle,1121
2025-06-01T18:00:00,Paris,Seattle,764
2025-06-02T06:00:00,Paris,Seattle,1082
2025-06-02T18:00:00,Paris,Seattle,675
2025-06-03T06:00:00,Paris,Seattle,810
2025-06-03T18:00:00,Paris,Seattle,718
2025-06-04T06:00:00,Paris,Seattle,1110
2025-06-04T18:00:00,Paris,Seattle,1031
2025-06-05T06:00:00,Paris,Seattle,1159
2025-06-05T18:00:00,Paris,Seattle,1081
2025-06-06T06:00:00,Paris,Seattle,900
2025-06-06T18:00:00,Paris,Seattle,1031
2025-06-07T06:00:00,Paris,Seattle,1103
2025-06-07T18:00:00,Paris,Seattle,772
2025-06-08T06:00:00,Paris,Seattle,813
2025-06-08T18:00:00,Paris,Seattle,996
2025-06-09T06:00:00,Paris,Seattle,1055
2025-06-09T18:00:00,Paris,Seattle,828
2025-06-10T06:00:00,Paris,Seattle,738
2025-06-10T18:00:00,Paris,Seattle,758
2025-06-11T06:00:00,Paris,Seattle,769
2025-06-11T18:00:00,Paris,Seattle,602
2025-06-12T06:00:00,Paris,Seattle,799
2025-06-12T18:00:00,Paris,Seattle,1175
2025-06-13T06:00:00,Paris,Seattle,636
2025-06-13T18:00:00,Paris,Seattle,1117
2025-06-14T06:00:00,Paris,Seattle,773
2025-06-14T18:00:00,Paris,Seattle,798
2025-06-15T06:00:00,Paris,Seattle,713
2025-06-15T18:00:00,Paris,Seattle,822
2025-06-16T06:00:00,Paris,Seattle,817
2025-06-16T18:00:00,Paris,Seattle,1172
2025-06-17T06:00:00,Paris,Seattle,1123
2025-06-17T18:00:00,Paris,Seattle,697
2025-06-18T06:00:00,Paris,Seattle,767
2025-06-18T18:00:00,Paris,Seattle,955
2025-06-19T06:00:00,Paris,Seattle,1029
2025-06-19T18:00:00,Paris,Seattle,905
2025-06-20T06:00:00,Paris,Seattle,709
2025-06-20T18:00:00,Paris,Seattle,893
2025-06-21T06:00:00,Paris,Seattle,612
2025-06-21T18:00:00,Paris,Seattle,815
2025-06-22T06:00:00,Paris,Seattle,816
2025-06-22T18:00:00,Paris,Seattle,649
2025-06-23T06:00:00,Paris,Seattle,694
2025-06-23T18:00:00,Paris,Seattle,986
2025-06-24T06:00:00,Paris,Seattle,832
2025-06-24T18:00:00,Paris,Seattle,583
2025-06-25T06:00:00,Paris,Seattle,660
2025-06-25T18:00:00,Paris,Seattle,868
2025-06-26T06:00:00,Paris,Seattle,908
2025-06-26T18:00:00,Paris,Seattle,625
2025-06-27T06:00:00,Paris,Seattle,961
2025-06-27T18:00:00,Paris,Seattle,821
2025-06-28T06:00:00,Paris,Seattle,627
2025-06-28T18:00:00,Paris,Seattle,648
2025-06-29T06:00:00,Paris,Seattle,830
2025-06-29T18:00:00,Paris,Seattle,626
2025-04-01T06:00:00,Paris,London,182
2025-04-01T18:00:00,Paris,London,441
2025-04-02T06:00:00,Paris,London,642
2025-04-02T18:00:00,Paris,London,480
2025-04-03T06:00:00,Paris,London,164
2025-04-03T18:00:00,Paris,London,381
2025-04-04T06:00:00,Paris,London,664
2025-04-04T18:00:00,Paris,London,616
2025-04-05T06:00:00,Paris,London,619
2025-04-05T18:00:00,Paris,London,457
2025-04-06T06:00:00,Paris,London,593
2025-04-06T18:00:00,Paris,London,265
2025-04-07T06:00:00,Paris,London,459
2025-04-07T18:00:00,Paris,London,308
2025-04-08T06:00:00,Paris,London,294
2025-04-08T18:00:00,Paris,London,222
2025-04-09T06:00:00,Paris,London,169
2025-04-09T18:00:00,Paris,London,50
2025-04-10T06:00:00,Paris,London,410
2025-04-10T18:00:00,Paris,London,113
2025-04-11T06:00:00,Paris,London,291
2025-04-11T18:00:00,Paris,London,684
2025-04-12T06:00:00,Paris,London,449
2025-04-12T18:00:00,Paris,London,417
2025-04-13T06:00:00,Paris,London,534
2025-04-13T18:00:00,Paris,London,572
2025-04-14T06:00:00,Paris,London,343
2025-04-14T18:00:00,Paris,London,199
2025-04-15T06:00:00,Paris,London,308
2025-04-15T18:00:00,Paris,London,545
2025-04-16T06:00:00,Paris,London,729
2025-04-16T18:00:00,Paris,London,591
2025-04-17T06:00:00,Paris,London,451
2025-04-17T18:00:00,Paris,London,188
2025-04-18T06:00:00,Paris,London,474
2025-04-18T18:00:00,Paris,London,726
2025-04-19T06:00:00,Paris,London,294
2025-04-19T18:00:00,Paris,London,543
2025-04-20T06:00:00,Paris,London,328
2025-04-20T18:00:00,Paris,London,461
2025-04-21T06:00:00,Paris,London,184
2025-04-21T18:00:00,Paris,London,573
2025-04-22T06:00:00,Paris,London,673
2025-04-22T18:00:00,Paris,London,297
2025-04-23T06:00:00,Paris,London,116
2025-04-23T18:00:00,Paris,London,50
2025-04-24T06:00:00,Paris,London,115
2025-04-24T18:00:00,Paris,London,689
2025-04-25T06:00:00,Paris,London,499
2025-04-25T18:00:00,Paris,London,667
2025-04-26T06:00:00,Paris,London,83
2025-04-26T18:00:00,Paris,London,412
2025-04-27T06:00:00,Paris,London,306
2025-04-27T18:00:00,Paris,London,711
2025-04-28T06:00:00,Paris,London,237
2025-04-28T18:00:00,Paris,London,178
2025-04-29T06:00:00,Paris,London,202
2025-04-29T18:00:00,Paris,London,273
2025-04-30T06:00:00,Paris,London,728
2025-04-30T18:00:00,Paris,London,363
2025-05-01T06:00:00,Paris,London,669
2025-05-01T18:00:00,Paris,London,783
2025-05-02T06:00:00,Paris,London,349
2025-05-02T18:00:00,Paris,London,307
2025-05-03T06:00:00,Paris,London,156
2025-05-03T18:00:00,Paris,London,269
2025-05-04T06:00:00,Paris,London,272
2025-05-04T18:00:00,Paris,London,372
2025-05-05T06:00:00,Paris,London,548
2025-05-05T18:00:00,Paris,London,592
2025-05-06T06:00:00,Paris,London,752
2025-05-06T18:00:00,Paris,London,341
2025-05-07T06:00:00,Paris,London,524
2025-05-07T18:00:00,Paris,London,634
2025-05-08T06:00:00,Paris,London,186
2025-05-08T18:00:00,Paris,London,499
2025-05-09T06:00:00,Paris,London,563
2025-05-09T18:00:00,Paris,London,383
2025-05-10T06:00:00,Paris,London,600
2025-05-10T18:00:00,Paris,London,321
2025-05-11T06:00:00,Paris,London,478
2025-05-11T18:00:00,Paris,London,300
2025-05-12T06:00:00,Paris,London,658
2025-05-12T18:00:00,Paris,London,434
2025-05-13T06:00:00,Paris,London,354
2025-05-13T18:00:00,Paris,London,383
2025-05-14T06:00:00,Paris,London,536
2025-05-14T18:00:00,Paris,London,700
2025-05-15T06:00:00,Paris,London,768
2025-05-15T18:00:00,Paris,London,538
2025-05-16T06:00:00,Paris,London,790
2025-05-16T18:00:00,Paris,London,747
2025-05-17T06:00:00,Paris,London,854
2025-05-17T18:00:00,Paris,London,673
2025-05-18T06:00:00,Paris,London,784
2025-05-18T18:00:00,Paris,London,147
2025-05-19T06:00:00,Paris,London,227
2025-05-19T18:00:00,Paris,London,401
2025-05-20T06:00:00,Paris,London,641
2025-05-20T18:00:00,Paris,London,477
2025-05-21T06:00:00,Paris,London,507
2025-05-21T18:00:00,Paris,London,697
2025-05-22T06:00:00,Paris,London,178
2025-05-22T18:00:00,Paris,London,101
2025-05-23T06:00:00,Paris,London,73
2025-05-23T18:00:00,Paris,London,257
2025-05-24T06:00:00,Paris,London,375
2025-05-24T18:00:00,Paris,London,527
2025-05-25T06:00:00,Paris,London,457
2025-05-25T18:00:00,Paris,London,677
2025-05-26T06:00:00,Paris,London,547
2025-05-26T18:00:00,Paris,London,279
2025-05-27T06:00:00,Paris,London,398
2025-05-27T18:00:00,Paris,London,130
2025-05-28T06:00:00,Paris,London,711
2025-05-28T18:00:00,Paris,London,810
2025-05-29T06:00:00,Paris,London,529
2025-05-29T18:00:00,Paris,London,582
2025-05-30T06:00:00,Paris,London,256
2025-05-30T18:00:00,Paris,London,246
2025-05-31T06:00:00,Paris,London,580
2025-05-31T18:00:00,Paris,London,271
2025-06-01T06:00:00,Paris,London,498
2025-06-01T18:00:00,Paris,London,282
2025-06-02T06:00:00,Paris,London,565
2025-06-02T18:00:00,Paris,London,328
2025-06-03T06:00:00,Paris,London,559
2025-06-03T18:00:00,Paris,London,304
2025-06-04T06:00:00,Paris,London,727
2025-06-04T18:00:00,Paris,London,173
2025-06-05T06:00:00,Paris,London,150
2025-06-05T18:00:00,Paris,London,744
2025-06-06T06:00:00,Paris,London,504
2025-06-06T18:00:00,Paris,London,326
2025-06-07T06:00:00,Paris,London,279
2025-06-07T18:00:00,Paris,London,563
2025-06-08T06:00:00,Paris,London,706
2025-06-08T18:00:00,Paris,London,156
2025-06-09T06:00:00,Paris,London,177
2025-06-09T18:00:00,Paris,London,700
2025-06-10T06:00:00,Paris,London,360
2025-06-10T18:00:00,Paris,London,446
2025-06-11T06:00:00,Paris,London,571
2025-06-11T18:00:00,Paris,London,537
2025-06-12T06:00:00,Paris,London,729
2025-06-12T18:00:00,Paris,London,768
2025-06-13T06:00:00,Paris,London,152
2025-06-13T18:00:00,Paris,London,672
2025-06-14T06:00:00,Paris,London,602
2025-06-14T18:00:00,Paris,London,240
2025-06-15T06:00:00,Paris,London,640
2025-06-15T18:00:00,Paris,London,644
2025-06-16T06:00:00,Paris,London,674
2025-06-16T18:00:00,Paris,London,780
2025-06-17T06:00:00,Paris,London,791
2025-06-17T18:00:00,Paris,London,278
2025-06-18T06:00:00,Paris,London,424
2025-06-18T18:00:00,Paris,London,346
2025-06-19T06:00:00,Paris,London,297
2025-06-19T18:00:00,Paris,London,381
2025-06-20T06:00:00,Paris,London,484
2025-06-20T18:00:00,Paris,London,695
2025-06-21T06:00:00,Paris,London,84
2025-06-21T18:00:00,Paris,London,268
2025-06-22T06:00:00,Paris,London,418
2025-06-22T18:00:00,Paris,London,507
2025-06-23T06:00:00,Paris,London,118
2025-06-23T18:00:00,Paris,London,220
2025-06-24T06:00:00,Paris,London,594
2025-06-24T18:00:00,Paris,London,637
2025-06-25T06:00:00,Paris,London,391
2025-06-25T18:00:00,Paris,London,169
2025-06-26T06:00:00,Paris,London,643
2025-06-26T18:00:00,Paris,London,504
2025-06-27T06:00:00,Paris,London,255
2025-06-27T18:00:00,Paris,London,468
2025-06-28T06:00:00,Paris,London,492
2025-06-28T18:00:00,Paris,London,652
2025-06-29T06:00:00,Paris,London,773
2025-06-29T18:00:00,Paris,London,321
2025-04-01T06:00:00,Paris,Brussels,804
2025-04-01T18:00:00,Paris,Brussels,259
2025-04-02T06:00:00,Paris,Brussels,480
2025-04-02T18:00:00,Paris,Brussels,729
2025-04-03T06:00:00,Paris,Brussels,623
2025-04-03T18:00:00,Paris,Brussels,306
2025-04-04T06:00:00,Paris,Brussels,769
2025-04-04T18:00:00,Paris,Brussels,621
2025-04-05T06:00:00,Paris,Brussels,725
2025-04-05T18:00:00,Paris,Brussels,370
2025-04-06T06:00:00,Paris,Brussels,369
2025-04-06T18:00:00,Paris,Brussels,137
2025-04-07T06:00:00,Paris,Brussels,494
2025-04-07T18:00:00,Paris,Brussels,595
2025-04-08T06:00:00,Paris,Brussels,197
2025-04-08T18:00:00,Paris,Brussels,258
2025-04-09T06:00:00,Paris,Brussels,224
2025-04-09T18:00:00,Paris,Brussels,600
2025-04-10T06:00:00,Paris,Brussels,179
2025-04-10T18:00:00,Paris,Brussels,273
2025-04-11T06:00:00,Paris,Brussels,421
2025-04-11T18:00:00,Paris,Brussels,523
2025-04-12T06:00:00,Paris,Brussels,275
2025-04-12T18:00:00,Paris,Brussels,631
2025-04-13T06:00:00,Paris,Brussels,536
2025-04-13T18:00:00,Paris,Brussels,588
2025-04-14T06:00:00,Paris,Brussels,703
2025-04-14T18:00:00,Paris,Brussels,753
