type,origin,destination,departure,arrival,carrier,price
flight,SEA,ORD,2025-10-04T15:05:00,2025-10-04T21:15:00,IB,1088.00
flight,SEA,ORD,2025-10-04T07:00:00,2025-10-04T13:04:00,IB,1168.00
flight,SEA,DFW,2025-10-04T14:01:00,2025-10-04T20:00:00,IB,1207.00
flight,SEA,LHR,2025-10-04T13:30:00,2025-10-05T06:55:00,IB,1210.60
flight,SEA,LHR,2025-10-04T13:30:00,2025-10-05T06:55:00,IB,1210.60
flight,SEA,LHR,2025-10-04T13:30:00,2025-10-05T06:55:00,IB,1210.60
flight,SEA,LHR,2025-10-04T13:30:00,2025-10-05T06:55:00,IB,1210.60
flight,SEA,LHR,2025-10-04T13:30:00,2025-10-05T06:55:00,IB,1210.60
flight,SEA,LHR,2025-10-04T13:30:00,2025-10-05T06:55:00,EI,1261.30
flight,SEA,LHR,2025-10-04T13:30:00,2025-10-05T06:55:00,EI,1280.30
flight,SEA,LHR,2025-10-04T13:30:00,2025-10-05T06:55:00,EI,1353.30
flight,SEA,DUB,2025-10-04T18:45:00,2025-10-05T11:45:00,EI,2200.50
flight,SEA,DCA,2025-10-04T07:00:00,2025-10-04T22:43:00,UA,583.60
flight,SEA,YYZ,2025-10-04T12:00:00,2025-10-04T19:44:00,AC,644.60
flight,SEA,SFO,2025-10-04T17:31:00,2025-10-04T19:44:00,UA,660.30
flight,SEA,IAD,2025-10-04T13:12:00,2025-10-04T21:20:00,UA,660.30
flight,SEA,ORD,2025-10-04T23:40:00,2025-10-05T05:40:00,UA,719.30
flight,SEA,EWR,2025-10-04T06:00:00,2025-10-04T14:23:00,UA,733.00
flight,SEA,ORD,2025-10-04T07:00:00,2025-10-04T13:15:00,UA,760.30
flight,SEA,ORD,2025-10-04T13:57:00,2025-10-04T20:12:00,UA,779.30
flight,SEA,LHR,2025-10-04T13:30:00,2025-10-05T06:55:00,AY,824.60
flight,SEA,ORD,2025-10-04T10:50:00,2025-10-04T17:05:00,UA,851.30
flight,SEA,SFO,2025-10-04T08:42:00,2025-10-04T10:59:00,UA,851.30
flight,SEA,IAD,2025-10-04T08:00:00,2025-10-04T16:09:00,UA,851.30
flight,SEA,ORD,2025-10-04T07:00:00,2025-10-04T13:15:00,UA,851.30
flight,SEA,ORD,2025-10-04T07:00:00,2025-10-04T17:09:00,UA,851.30
flight,SEA,IST,2025-10-04T12:30:00,2025-10-05T10:25:00,TK,853.10
flight,SEA,IST,2025-10-04T19:05:00,2025-10-05T17:00:00,TK,853.10
flight,SEA,IST,2025-10-04T12:30:00,2025-10-05T10:25:00,TK,853.10
flight,SEA,IST,2025-10-04T19:05:00,2025-10-05T17:00:00,TK,853.10
flight,SEA,BOS,2025-10-04T07:20:00,2025-10-04T15:59:00,VS,875.00
flight,SEA,BOS,2025-10-04T22:00:00,2025-10-05T06:31:00,VS,908.60
flight,SEA,BOS,2025-10-04T10:05:00,2025-10-04T18:31:00,AS,912.00
flight,SEA,BOS,2025-10-04T10:05:00,2025-10-04T18:31:00,AS,912.00
flight,SEA,YYZ,2025-10-04T12:20:00,2025-10-04T20:04:00,UA,982.60
flight,SEA,SFO,2025-10-04T11:20:00,2025-10-04T13:38:00,AS,988.00
flight,SEA,AMS,2025-10-04T14:10:00,2025-10-05T09:00:00,VS,998.50
flight,SEA,EWR,2025-10-04T08:30:00,2025-10-04T20:00:00,UA,1099.00
flight,SEA,LHR,2025-10-04T13:30:00,2025-10-05T06:55:00,AY,1186.60
flight,SEA,JFK,2025-10-04T07:20:00,2025-10-04T16:03:00,VS,1317.00
flight,SEA,LHR,2025-10-04T20:20:00,2025-10-05T13:40:00,AY,1453.60
flight,SEA,LHR,2025-10-04T20:20:00,2025-10-05T13:40:00,AY,1453.60
flight,SEA,DUB,2025-10-04T18:45:00,2025-10-05T11:45:00,EI,1638.50
flight,SEA,IAD,2025-10-04T09:55:00,2025-10-04T17:55:00,AS,4504.00
flight,SEA,IAD,2025-10-04T13:12:00,2025-10-04T21:20:00,UA,4523.00
flight,SEA,DCA,2025-10-04T08:00:00,2025-10-04T16:15:00,AS,4541.00
flight,MAD,LHR,2025-10-04T07:00:00,2025-10-04T08:25:00,IB,1032.01
flight,MAD,ORD,2025-10-04T17:10:00,2025-10-04T18:45:00,IB,1034.21
flight,MAD,ORD,2025-10-04T17:10:00,2025-10-04T18:45:00,IB,1034.21
flight,MAD,DFW,2025-10-04T12:40:00,2025-10-04T16:20:00,IB,1034.21
flight,MAD,IST,2025-10-04T18:20:00,2025-10-04T23:35:00,TK,1138.31
flight,MAD,ORD,2025-10-04T11:35:00,2025-10-04T14:15:00,IB,1157.21
flight,MAD,IST,2025-10-04T07:40:00,2025-10-04T12:55:00,TK,1271.31
flight,MAD,DUB,2025-10-04T10:35:00,2025-10-04T12:10:00,EI,1414.61
flight,MAD,DUB,2025-10-04T07:00:00,2025-10-04T08:30:00,EI,1428.61
flight,MAD,JFK,2025-10-04T12:40:00,2025-10-04T15:10:00,VS,1579.21
flight,MAD,AMS,2025-10-04T07:05:00,2025-10-04T09:40:00,KL,1597.11
flight,MAD,IAD,2025-10-04T11:15:00,2025-10-04T14:05:00,UA,1600.21
flight,MAD,YYZ,2025-10-04T12:30:00,2025-10-04T15:05:00,AC,1601.21
flight,MAD,CDG,2025-10-04T06:00:00,2025-10-04T08:05:00,AF,1603.11
flight,MAD,ATL,2025-10-04T10:05:00,2025-10-04T14:00:00,VS,1710.21
flight,MAD,ATL,2025-10-04T10:05:00,2025-10-04T14:00:00,VS,1710.21
flight,MAD,LHR,2025-10-04T08:05:00,2025-10-04T09:30:00,IB,1711.51
flight,MAD,LHR,2025-10-04T07:00:00,2025-10-04T08:25:00,IB,1711.51
flight,MAD,ORD,2025-10-04T11:35:00,2025-10-04T14:15:00,IB,1727.21
flight,MAD,EWR,2025-10-04T10:50:00,2025-10-04T13:25:00,UA,3090.71
flight,MAD,IAD,2025-10-04T11:15:00,2025-10-04T14:05:00,UA,4077.21
flight,MAD,IAD,2025-10-04T11:15:00,2025-10-04T14:05:00,UA,4077.21
flight,MAD,EWR,2025-10-04T10:50:00,2025-10-04T13:25:00,UA,4077.21
flight,MAD,JFK,2025-10-04T12:25:00,2025-10-04T14:45:00,AY,4272.81
flight,MAD,LGW,2025-10-04T09:35:00,2025-10-04T10:55:00,IB,4336.61
flight,MAD,LAX,2025-10-04T12:35:00,2025-10-04T17:20:00,IB,4480.21
flight,MAD,MUC,2025-10-04T07:05:00,2025-10-04T09:35:00,SQ,5227.01
flight,MAD,CDG,2025-10-04T06:00:00,2025-10-04T08:05:00,SQ,5506.31
flight,MAD,JFK,2025-10-04T12:25:00,2025-10-04T14:45:00,IB,8254.21
flight,MAD,BCN,2025-10-04T07:30:00,2025-10-04T08:55:00,UX,46.50
flight,MAD,BCN,2025-10-04T20:00:00,2025-10-04T21:15:00,IB,71.80
flight,MAD,BCN,2025-10-04T19:05:00,2025-10-04T20:20:00,VY,84.80
flight,MAD,BCN,2025-10-04T15:55:00,2025-10-04T17:20:00,VY,84.80
flight,MAD,BCN,2025-10-04T07:10:00,2025-10-04T08:25:00,VY,89.80
flight,MAD,BCN,2025-10-04T07:45:00,2025-10-04T09:00:00,VY,89.80
flight,MAD,BCN,2025-10-04T08:30:00,2025-10-04T09:45:00,VY,89.80
flight,MAD,BCN,2025-10-04T12:45:00,2025-10-04T14:00:00,VY,89.80
flight,MAD,BCN,2025-10-04T20:00:00,2025-10-04T21:15:00,VY,89.80
flight,MAD,BCN,2025-10-04T11:25:00,2025-10-04T12:45:00,VY,89.80
flight,MAD,BCN,2025-10-04T12:45:00,2025-10-04T14:00:00,IB,92.80
flight,MAD,BCN,2025-10-04T15:55:00,2025-10-04T17:10:00,IB,92.80
flight,MAD,BCN,2025-10-04T11:25:00,2025-10-04T12:45:00,IB,92.80
flight,MAD,BCN,2025-10-04T07:45:00,2025-10-04T09:00:00,IB,119.80
flight,MAD,BCN,2025-10-04T08:30:00,2025-10-04T09:45:00,IB,119.80
flight,MAD,PMI,2025-10-04T08:20:00,2025-10-04T09:40:00,UX,128.60
flight,MAD,BCN,2025-10-04T19:05:00,2025-10-04T20:20:00,IB,131.80
flight,MAD,BCN,2025-10-04T07:10:00,2025-10-04T08:25:00,IB,145.80
flight,MAD,SVQ,2025-10-04T11:10:00,2025-10-04T12:20:00,IB,105.80
flight,MAD,SVQ,2025-10-04T07:40:00,2025-10-04T08:50:00,VY,113.80
flight,MAD,SVQ,2025-10-04T11:10:00,2025-10-04T12:20:00,VY,113.80
flight,MAD,VLC,2025-10-04T23:10:00,2025-10-05T00:15:00,IB,185.50
flight,MAD,SVQ,2025-10-04T07:40:00,2025-10-04T08:50:00,IB,205.80
flight,MAD,LEI,2025-10-04T19:50:00,2025-10-04T21:05:00,IB,215.80
flight,MAD,SVQ,2025-10-04T15:50:00,2025-10-04T17:00:00,IB,271.80
flight,MAD,MLN,2025-10-04T16:35:00,2025-10-04T18:30:00,IB,318.80
flight,MAD,LIS,2025-10-04T14:55:00,2025-10-04T15:15:00,UX,38.50
flight,MAD,LIS,2025-10-04T23:00:00,2025-10-04T23:25:00,VY,101.50
flight,MAD,LIS,2025-10-04T07:40:00,2025-10-04T08:05:00,TP,106.90
flight,MAD,LIS,2025-10-04T13:35:00,2025-10-04T14:00:00,TP,106.90
flight,MAD,LIS,2025-10-04T16:20:00,2025-10-04T16:45:00,TP,106.90
flight,MAD,LIS,2025-10-04T17:55:00,2025-10-04T18:20:00,TP,106.90
flight,MAD,LIS,2025-10-04T20:10:00,2025-10-04T20:35:00,TP,106.90
flight,MAD,LIS,2025-10-04T07:20:00,2025-10-04T07:45:00,VY,115.50
flight,MAD,LIS,2025-10-04T23:00:00,2025-10-04T23:25:00,IB,115.50
flight,MAD,LIS,2025-10-04T11:05:00,2025-10-04T11:30:00,TP,129.90
flight,MAD,CDG,2025-10-04T12:20:00,2025-10-04T14:25:00,AF,176.10
flight,MAD,ATH,2025-10-04T12:45:00,2025-10-04T17:10:00,A3,192.00
flight,MAD,CDG,2025-10-04T10:05:00,2025-10-04T12:10:00,AF,218.10
flight,MAD,CDG,2025-10-04T06:00:00,2025-10-04T08:05:00,AF,218.10
flight,MAD,CDG,2025-10-04T10:05:00,2025-10-04T12:10:00,AF,218.10
flight,MAD,CDG,2025-10-04T06:00:00,2025-10-04T08:05:00,AF,218.10
flight,MAD,LIS,2025-10-04T07:20:00,2025-10-04T07:45:00,IB,219.50
flight,MAD,CDG,2025-10-04T17:45:00,2025-10-04T19:50:00,AF,244.10
flight,MAD,CDG,2025-10-04T12:20:00,2025-10-04T14:25:00,AF,244.10
flight,MAD,BRU,2025-10-04T12:40:00,2025-10-04T14:55:00,SN,248.10
flight,MAD,CMN,2025-10-04T13:35:00,2025-10-04T14:25:00,AT,256.60
flight,MAD,LIS,2025-10-04T11:25:00,2025-10-04T11:50:00,IB,261.50
flight,MAD,LIS,2025-10-04T15:40:00,2025-10-04T16:05:00,IB,261.50
flight,MAD,CMN,2025-10-04T20:10:00,2025-10-04T21:00:00,AT,283.60
flight,MAD,BEG,2025-10-04T10:30:00,2025-10-04T13:35:00,JU,292.40
flight,MAD,ATH,2025-10-04T01:20:00,2025-10-04T05:45:00,A3,293.00
flight,MAD,ATH,2025-10-04T01:20:00,2025-10-04T05:45:00,A3,293.00
flight,MAD,WAW,2025-10-04T15:30:00,2025-10-04T19:00:00,LO,601.10
flight,MAD,ZRH,2025-10-04T10:05:00,2025-10-04T12:20:00,LX,649.20
flight,MAD,ZRH,2025-10-04T19:35:00,2025-10-04T21:50:00,LX,689.90
flight,MAD,FRA,2025-10-04T17:05:00,2025-10-04T19:40:00,LH,792.60
flight,BCN,YYC,2025-10-04T14:25:00,2025-10-04T16:35:00,WS,613.31
flight,BCN,ORD,2025-10-04T10:45:00,2025-10-04T13:30:00,IB,1029.91
flight,BCN,DFW,2025-10-04T12:20:00,2025-10-04T16:30:00,IB,1029.91
flight,BCN,ORD,2025-10-04T10:45:00,2025-10-04T13:30:00,IB,1029.91
flight,BCN,SFO,2025-10-04T14:05:00,2025-10-04T18:10:00,IB,1068.91
flight,BCN,LAX,2025-10-04T15:10:00,2025-10-04T19:15:00,IB,1106.91
flight,BCN,IST,2025-10-04T18:30:00,2025-10-04T23:00:00,TK,1134.01
flight,BCN,IST,2025-10-04T07:30:00,2025-10-04T12:10:00,TK,1267.01
flight,BCN,IST,2025-10-04T07:30:00,2025-10-04T12:10:00,TK,1481.61
flight,BCN,IST,2025-10-04T07:30:00,2025-10-04T12:10:00,TK,1481.61
flight,BCN,JFK,2025-10-04T09:00:00,2025-10-04T11:55:00,VS,1574.91
flight,BCN,YUL,2025-10-04T12:15:00,2025-10-04T14:30:00,UA,1590.31
flight,BCN,YUL,2025-10-04T12:10:00,2025-10-04T14:30:00,AC,1590.31
flight,BCN,ORD,2025-10-04T15:15:00,2025-10-04T18:05:00,UA,1595.91
flight,BCN,SFO,2025-10-04T16:00:00,2025-10-04T19:15:00,UA,1595.91
flight,BCN,YYZ,2025-10-04T13:15:00,2025-10-04T16:00:00,AC,1596.91
flight,BCN,FRA,2025-10-04T06:50:00,2025-10-04T09:00:00,LH,1620.91
flight,BCN,FRA,2025-10-04T06:50:00,2025-10-04T09:00:00,LH,1641.31
flight,BCN,DUB,2025-10-04T23:05:00,2025-10-05T00:45:00,EI,1654.81
flight,BCN,DUB,2025-10-04T05:45:00,2025-10-04T07:35:00,VY,1702.51
flight,BCN,ATL,2025-10-04T11:35:00,2025-10-04T16:00:00,VS,1705.91
flight,BCN,ATL,2025-10-04T09:30:00,2025-10-04T13:50:00,VS,1705.91
flight,BCN,ATL,2025-10-04T09:30:00,2025-10-04T13:50:00,VS,1705.91
flight,BCN,JFK,2025-10-04T09:00:00,2025-10-04T11:55:00,VS,1705.91
flight,BCN,DUB,2025-10-04T11:00:00,2025-10-04T12:50:00,EI,1857.51
flight,BCN,YYZ,2025-10-04T13:15:00,2025-10-04T16:00:00,UA,2086.91
flight,BCN,IST,2025-10-04T18:30:00,2025-10-04T23:00:00,TK,2146.61
flight,BCN,IAD,2025-10-04T11:15:00,2025-10-04T14:30:00,UA,3086.41
flight,BCN,EWR,2025-10-04T12:00:00,2025-10-04T14:45:00,UA,3086.41
flight,BCN,SFO,2025-10-04T16:00:00,2025-10-04T19:15:00,UA,4029.91
flight,BCN,ORD,2025-10-04T15:15:00,2025-10-04T18:05:00,UA,4042.91
flight,BCN,IAD,2025-10-04T11:15:00,2025-10-04T14:30:00,UA,4072.91
flight,BCN,IAD,2025-10-04T11:15:00,2025-10-04T14:30:00,UA,4172.91
flight,BCN,EWR,2025-10-04T12:00:00,2025-10-04T14:45:00,UA,4217.91
flight,BCN,IAD,2025-10-04T11:15:00,2025-10-04T14:30:00,UA,4432.51
flight,BCN,IAD,2025-10-04T11:15:00,2025-10-04T14:30:00,UA,4432.51
flight,BCN,MUC,2025-10-04T09:05:00,2025-10-04T11:05:00,SQ,5180.91
flight,BCN,MAD,2025-10-04T13:35:00,2025-10-04T15:00:00,IB,70.60
flight,BCN,MAD,2025-10-04T09:45:00,2025-10-04T11:10:00,VY,83.60
flight,BCN,MAD,2025-10-04T10:35:00,2025-10-04T12:00:00,VY,83.60
flight,BCN,MAD,2025-10-04T06:55:00,2025-10-04T08:20:00,VY,88.60
flight,BCN,MAD,2025-10-04T09:15:00,2025-10-04T10:40:00,VY,88.60
flight,BCN,MAD,2025-10-04T13:35:00,2025-10-04T15:00:00,VY,88.60
flight,BCN,MAD,2025-10-04T14:50:00,2025-10-04T16:15:00,VY,88.60
flight,BCN,MAD,2025-10-04T18:10:00,2025-10-04T19:35:00,VY,88.60
flight,BCN,MAD,2025-10-04T21:10:00,2025-10-04T22:35:00,VY,88.60
flight,BCN,MAD,2025-10-04T06:55:00,2025-10-04T08:20:00,IB,91.60
flight,BCN,MAD,2025-10-04T14:50:00,2025-10-04T16:15:00,IB,91.60
flight,BCN,MAD,2025-10-04T10:35:00,2025-10-04T12:00:00,IB,130.60
flight,BCN,MAD,2025-10-04T21:10:00,2025-10-04T22:35:00,IB,130.60
flight,BCN,MAD,2025-10-04T09:45:00,2025-10-04T11:10:00,IB,144.60
flight,BCN,MAD,2025-10-04T18:00:00,2025-10-04T19:25:00,IB,144.60
flight,BCN,MAD,2025-10-04T09:15:00,2025-10-04T10:40:00,IB,179.60
flight,BCN,SVQ,2025-10-04T07:10:00,2025-10-04T08:50:00,VY,90.60
flight,BCN,SVQ,2025-10-04T08:55:00,2025-10-04T10:35:00,VY,90.60
flight,BCN,SVQ,2025-10-04T16:30:00,2025-10-04T18:10:00,VY,90.60
flight,BCN,SVQ,2025-10-04T21:15:00,2025-10-04T22:55:00,VY,90.60
flight,BCN,SVQ,2025-10-04T22:10:00,2025-10-04T23:50:00,VY,90.60
flight,BCN,SVQ,2025-10-04T11:35:00,2025-10-04T13:20:00,VY,90.60
flight,BCN,SVQ,2025-10-04T11:40:00,2025-10-04T13:25:00,VY,90.60
flight,BCN,SVQ,2025-10-04T14:55:00,2025-10-04T16:40:00,VY,90.60
flight,BCN,SVQ,2025-10-04T08:55:00,2025-10-04T10:35:00,IB,90.60
flight,BCN,SVQ,2025-10-04T16:30:00,2025-10-04T18:10:00,IB,90.60
flight,BCN,SVQ,2025-10-04T21:15:00,2025-10-04T22:55:00,IB,90.60
flight,BCN,SVQ,2025-10-04T22:10:00,2025-10-04T23:50:00,IB,90.60
flight,BCN,SVQ,2025-10-04T11:35:00,2025-10-04T13:20:00,IB,90.60
flight,BCN,SVQ,2025-10-04T11:40:00,2025-10-04T13:25:00,IB,90.60
flight,BCN,SVQ,2025-10-04T14:55:00,2025-10-04T16:40:00,IB,90.60
flight,BCN,MAD,2025-10-04T06:55:00,2025-10-04T08:20:00,IB,142.60
flight,BCN,MAD,2025-10-04T21:10:00,2025-10-04T22:35:00,IB,142.60
flight,BCN,MAD,2025-10-04T18:00:00,2025-10-04T19:25:00,IB,151.40
flight,BCN,MAD,2025-10-04T06:55:00,2025-10-04T08:20:00,VY,216.90
flight,BCN,MAD,2025-10-04T21:10:00,2025-10-04T22:35:00,VY,216.90
flight,BCN,MAD,2025-10-04T18:10:00,2025-10-04T19:35:00,VY,225.70
flight,BCN,MAD,2025-10-04T21:10:00,2025-10-04T22:35:00,VY,225.70
flight,BCN,MLN,2025-10-04T17:35:00,2025-10-04T20:05:00,IB,263.70
flight,BCN,MAD,2025-10-04T13:35:00,2025-10-04T15:00:00,IB,428.60
flight,BCN,MAD,2025-10-04T10:35:00,2025-10-04T12:00:00,IB,512.60
flight,BCN,LIS,2025-10-04T16:00:00,2025-10-04T17:05:00,VY,49.40
flight,BCN,LIS,2025-10-04T12:15:00,2025-10-04T13:20:00,IB,64.40
flight,BCN,LIS,2025-10-04T16:00:00,2025-10-04T17:05:00,IB,64.40
flight,BCN,LIS,2025-10-04T17:35:00,2025-10-04T18:40:00,IB,64.40
flight,BCN,LIS,2025-10-04T07:20:00,2025-10-04T08:30:00,IB,64.40
flight,BCN,LIS,2025-10-04T19:25:00,2025-10-04T20:35:00,IB,64.40
flight,BCN,LIS,2025-10-04T12:15:00,2025-10-04T13:20:00,VY,64.40
flight,BCN,LIS,2025-10-04T17:35:00,2025-10-04T18:40:00,VY,64.40
flight,BCN,LIS,2025-10-04T07:20:00,2025-10-04T08:30:00,VY,64.40
flight,BCN,LIS,2025-10-04T19:25:00,2025-10-04T20:35:00,VY,64.40
flight,BCN,LIS,2025-10-04T20:10:00,2025-10-04T21:10:00,TP,91.80
flight,BCN,LIS,2025-10-04T06:00:00,2025-10-04T07:00:00,TP,109.80
flight,BCN,LIS,2025-10-04T11:25:00,2025-10-04T12:25:00,TP,109.80
flight,BCN,LIS,2025-10-04T15:00:00,2025-10-04T16:00:00,TP,109.80
flight,BCN,LIS,2025-10-04T22:40:00,2025-10-04T23:40:00,TP,109.80
flight,BCN,MAD,2025-10-04T18:00:00,2025-10-04T19:25:00,IB,178.20
flight,BCN,ATH,2025-10-04T01:55:00,2025-10-04T05:45:00,A3,200.90
flight,BCN,ATH,2025-10-04T12:00:00,2025-10-04T15:50:00,A3,200.90
flight,BCN,ATH,2025-10-04T01:55:00,2025-10-04T05:45:00,A3,200.90
flight,BCN,MAD,2025-10-04T18:10:00,2025-10-04T19:35:00,VY,206.50
flight,BCN,MAD,2025-10-04T14:50:00,2025-10-04T16:15:00,VY,206.50
flight,BCN,MAD,2025-10-04T09:15:00,2025-10-04T10:40:00,VY,220.50
flight,BCN,MAD,2025-10-04T06:55:00,2025-10-04T08:20:00,VY,220.50
flight,BCN,MAD,2025-10-04T21:10:00,2025-10-04T22:35:00,VY,228.40
flight,BCN,MAD,2025-10-04T18:10:00,2025-10-04T19:35:00,VY,228.40
flight,BCN,MAD,2025-10-04T14:50:00,2025-10-04T16:15:00,IB,248.20
flight,BCN,BEG,2025-10-04T09:55:00,2025-10-04T12:25:00,JU,255.10
flight,BCN,CMN,2025-10-04T13:45:00,2025-10-04T15:00:00,AT,260.30
flight,BCN,CMN,2025-10-04T20:10:00,2025-10-04T21:25:00,AT,288.30
flight,BCN,WAW,2025-10-04T13:25:00,2025-10-04T16:30:00,LO,296.00
flight,BCN,MAD,2025-10-04T21:10:00,2025-10-04T22:35:00,VY,300.40
flight,BCN,DUS,2025-10-04T09:20:00,2025-10-04T11:35:00,EW,364.50
flight,BCN,MUC,2025-10-04T07:45:00,2025-10-04T09:45:00,LH,426.30
flight,BCN,ZRH,2025-10-04T06:00:00,2025-10-04T07:40:00,LX,434.90
flight,BCN,MAD,2025-10-04T09:15:00,2025-10-04T10:40:00,IB,602.20
flight,BCN,MAD,2025-10-04T06:55:00,2025-10-04T08:20:00,IB,602.20
flight,BCN,MAD,2025-10-04T10:35:00,2025-10-04T12:00:00,IB,602.20
flight,BCN,MAD,2025-10-04T09:45:00,2025-10-04T11:10:00,IB,602.20
flight,BCN,DUB,2025-10-04T23:05:00,2025-10-05T00:45:00,EI,696.10
flight,SVQ,BCN,2025-10-04T06:30:00,2025-10-04T08:10:00,IB,1110.81
flight,SVQ,BCN,2025-10-04T06:30:00,2025-10-04T08:10:00,IB,1110.81
flight,SVQ,BCN,2025-10-04T09:35:00,2025-10-04T11:20:00,IB,1149.81
flight,SVQ,BCN,2025-10-04T06:30:00,2025-10-04T08:10:00,IB,1149.81
flight,SVQ,MAD,2025-10-04T09:35:00,2025-10-04T10:45:00,IB,1559.41
flight,SVQ,CDG,2025-10-04T17:15:00,2025-10-04T19:45:00,AF,1605.81
flight,SVQ,LIS,2025-10-04T10:15:00,2025-10-04T10:20:00,EK,2929.71
flight,SVQ,LIS,2025-10-04T10:15:00,2025-10-04T10:20:00,EK,2929.71
flight,SVQ,LIS,2025-10-04T06:30:00,2025-10-04T06:35:00,TP,3112.71
flight,SVQ,MAD,2025-10-04T09:35:00,2025-10-04T10:45:00,IB,4538.41
flight,SVQ,MAD,2025-10-04T09:35:00,2025-10-04T10:45:00,IB,8314.41
flight,SVQ,MAD,2025-10-04T17:40:00,2025-10-04T18:55:00,IB,94.70
flight,SVQ,MAD,2025-10-04T09:35:00,2025-10-04T10:45:00,VY,102.70
flight,SVQ,MAD,2025-10-04T13:00:00,2025-10-04T14:10:00,VY,102.70
flight,SVQ,VLC,2025-10-04T15:35:00,2025-10-04T16:50:00,IB,186.40
flight,SVQ,MAD,2025-10-04T09:35:00,2025-10-04T10:45:00,IB,260.70
flight,SVQ,VLC,2025-10-04T15:35:00,2025-10-04T16:50:00,IB,270.00
flight,SVQ,BCN,2025-10-04T06:30:00,2025-10-04T08:10:00,VY,83.70
flight,SVQ,BCN,2025-10-04T06:30:00,2025-10-04T08:10:00,IB,89.70
flight,SVQ,BCN,2025-10-04T14:05:00,2025-10-04T15:45:00,IB,89.70
flight,SVQ,BCN,2025-10-04T15:15:00,2025-10-04T16:55:00,IB,89.70
flight,SVQ,BCN,2025-10-04T17:20:00,2025-10-04T19:00:00,IB,89.70
flight,SVQ,BCN,2025-10-04T09:35:00,2025-10-04T11:20:00,IB,89.70
flight,SVQ,BCN,2025-10-04T19:45:00,2025-10-04T21:30:00,IB,89.70
flight,SVQ,BCN,2025-10-04T23:30:00,2025-10-05T01:15:00,IB,89.70
flight,SVQ,BCN,2025-10-04T14:05:00,2025-10-04T15:45:00,VY,89.70
flight,SVQ,BCN,2025-10-04T15:15:00,2025-10-04T16:55:00,VY,89.70
flight,SVQ,BCN,2025-10-04T17:20:00,2025-10-04T19:00:00,VY,89.70
flight,SVQ,BCN,2025-10-04T09:35:00,2025-10-04T11:20:00,VY,89.70
flight,SVQ,BCN,2025-10-04T19:45:00,2025-10-04T21:30:00,VY,89.70
flight,SVQ,BCN,2025-10-04T23:30:00,2025-10-05T01:15:00,VY,89.70
flight,SVQ,MAD,2025-10-04T17:40:00,2025-10-04T18:55:00,IB,112.70
flight,SVQ,MAD,2025-10-04T17:40:00,2025-10-04T18:55:00,IB,193.50
flight,SVQ,MAD,2025-10-04T13:00:00,2025-10-04T14:10:00,VY,201.00
flight,SVQ,MAD,2025-10-04T13:00:00,2025-10-04T14:10:00,VY,201.00
flight,SVQ,MAD,2025-10-04T09:35:00,2025-10-04T10:45:00,VY,201.00
flight,SVQ,MAD,2025-10-04T09:35:00,2025-10-04T10:45:00,VY,207.00
flight,SVQ,MAD,2025-10-04T09:35:00,2025-10-04T10:45:00,IB,254.70
flight,SVQ,BCN,2025-10-04T06:30:00,2025-10-04T08:10:00,VY,141.90
flight,SVQ,BCN,2025-10-04T09:35:00,2025-10-04T11:20:00,VY,147.90
flight,SVQ,BCN,2025-10-04T06:30:00,2025-10-04T08:10:00,VY,156.90
flight,SVQ,BCN,2025-10-04T09:35:00,2025-10-04T11:20:00,VY,162.90
flight,SVQ,BCN,2025-10-04T14:05:00,2025-10-04T15:45:00,VY,162.90
flight,SVQ,BCN,2025-10-04T15:15:00,2025-10-04T16:55:00,VY,162.90
flight,SVQ,BCN,2025-10-04T14:05:00,2025-10-04T15:45:00,VY,162.90
flight,SVQ,BCN,2025-10-04T23:30:00,2025-10-05T01:15:00,VY,162.90
flight,SVQ,BCN,2025-10-04T19:45:00,2025-10-04T21:30:00,VY,162.90
flight,SVQ,BCN,2025-10-04T09:35:00,2025-10-04T11:20:00,IB,162.90
flight,SVQ,BCN,2025-10-04T14:05:00,2025-10-04T15:45:00,IB,162.90
flight,SVQ,BCN,2025-10-04T15:15:00,2025-10-04T16:55:00,IB,162.90
flight,SVQ,BCN,2025-10-04T14:05:00,2025-10-04T15:45:00,IB,162.90
flight,SVQ,BCN,2025-10-04T06:30:00,2025-10-04T08:10:00,IB,162.90
flight,SVQ,BCN,2025-10-04T09:35:00,2025-10-04T11:20:00,IB,162.90
flight,SVQ,BCN,2025-10-04T23:30:00,2025-10-05T01:15:00,IB,162.90
flight,SVQ,BCN,2025-10-04T06:30:00,2025-10-04T08:10:00,IB,162.90
flight,SVQ,BCN,2025-10-04T19:45:00,2025-10-04T21:30:00,IB,162.90
flight,SVQ,AMS,2025-10-04T20:50:00,2025-10-04T23:45:00,KL,187.80
flight,SVQ,AMS,2025-10-04T20:50:00,2025-10-04T23:45:00,KL,187.80
flight,SVQ,LIS,2025-10-04T06:30:00,2025-10-04T06:35:00,TP,191.80
flight,SVQ,LIS,2025-10-04T10:15:00,2025-10-04T10:20:00,TP,191.80
flight,SVQ,ATH,2025-10-04T00:40:00,2025-10-04T05:05:00,A3,191.90
flight,SVQ,ATH,2025-10-04T00:40:00,2025-10-04T05:05:00,A3,191.90
flight,SVQ,MAD,2025-10-04T17:40:00,2025-10-04T18:55:00,IB,200.30
flight,SVQ,VIE,2025-10-04T18:50:00,2025-10-04T21:55:00,OS,225.10
